locus_id	chrom	start	end	gene	splice_score	strand	flag	recount_sources
PARP12_140025582	chr7	140025582	140025583	PARP12	0.345827	-	1	GTEX,SRA,TCGA
PARP12_140038238	chr7	140038238	140038239	PARP12	0.235143	-	1	GTEX,SRA,TCGA
WEE2_141723132	chr7	141723132	141723133	WEE2	0.040580	+	1	GTEX,SRA,TCGA
ATP6V0E2_149874310	chr7	149874310	149874311	ATP6V0E2	0.040947	+	1	GTEX,SRA,TCGA
ZNF775_150396073	chr7	150396073	150396074	ZNF775	0.079332	+	1	GTEX,SRA,TCGA
ESYT2_158734252	chr7	158734252	158734253	ESYT2	0.272605	-	1	GTEX,SRA,TCGA
AGPAT5_6725156	chr8	6725156	6725157	AGPAT5	0.196943	+	1	GTEX,SRA
DEFB1_6877384	chr8	6877384	6877385	DEFB1	0.070973	-	1	GTEX,SRA,TCGA
ERI1_9009209	chr8	9009209	9009210	ERI1	0.054778	+	1	GTEX,SRA,TCGA
MTMR9_11306188	chr8	11306188	11306189	MTMR9	0.026295	+	1	GTEX,SRA,TCGA
ZDHHC2_17185044	chr8	17185044	17185045	ZDHHC2	0.011034	+	1	GTEX,SRA,TCGA
INTS10_19844484	chr8	19844484	19844485	INTS10	0.088560	+	1	GTEX,SRA,TCGA
EGR3_22692494	chr8	22692494	22692495	EGR3	0.390822	-	1	GTEX,SRA,TCGA
INTS9_28779645	chr8	28779645	28779646	INTS9	0.161621	-	1	GTEX,SRA,TCGA
DUSP26_33594161	chr8	33594161	33594162	DUSP26	0.115650	-	1	GTEX,SRA,TCGA
PROSC_37763212	chr8	37763212	37763213	PROSC	0.152626	+	1	GTEX,SRA,TCGA
ADGRA2_37840334	chr8	37840334	37840335	ADGRA2	0.163862	+	1	GTEX,SRA,TCGA
ADGRA2_37840345	chr8	37840345	37840346	ADGRA2	0.079868	+	1	GTEX,SRA,TCGA
GPAT4_41611699	chr8	41611699	41611700	GPAT4	0.060246	+	1	GTEX,SRA,TCGA
GPAT4_41611703	chr8	41611703	41611704	GPAT4	0.056844	+	1	GTEX,SRA,TCGA
TGS1_55798413	chr8	55798413	55798414	TGS1	0.028609	+	1	GTEX,SRA,TCGA
CHD7_60846588	chr8	60846588	60846589	CHD7	0.151993	+	1	GTEX,SRA,TCGA
ASPH_61646954	chr8	61646954	61646955	ASPH	0.144191	-	1	GTEX,SRA,TCGA
C8orf46_66512952	chr8	66512952	66512953	C8orf46	0.067419	+	1	GTEX,SRA,TCGA
MYBL1_66593704	chr8	66593704	66593705	MYBL1	0.020058	-	1	GTEX,SRA,TCGA
C8orf44_66677640	chr8	66677640	66677641	C8orf44	0.427903	+	1	GTEX,SRA,TCGA
PRDM14_70068911	chr8	70068911	70068912	PRDM14	0.483729	-	1	GTEX,SRA,TCGA
CA3_85440458	chr8	85440458	85440459	CA3	0.281909	+	1	GTEX,SRA,TCGA
KIAA1429_94540390	chr8	94540390	94540391	KIAA1429	0.024609	-	1	GTEX,SRA,TCGA
PKHD1L1_109489151	chr8	109489151	109489152	PKHD1L1	0.457868	+	1	GTEX,SRA,TCGA
ENPP2_119563013	chr8	119563013	119563014	ENPP2	0.454078	-	1	GTEX,SRA,TCGA
ENPP2_119616946	chr8	119616946	119616947	ENPP2	0.019547	-	1	GTEX,SRA,TCGA
TBC1D31_123141310	chr8	123141310	123141311	TBC1D31	0.056747	+	1	GTEX,SRA,TCGA
C8orf76_123235495	chr8	123235495	123235496	C8orf76	0.392319	-	1	GTEX,SRA,TCGA
FAM91A1_123788246	chr8	123788246	123788247	FAM91A1	0.049023	+	1	GTEX,SRA,TCGA
GSDMC_129748740	chr8	129748740	129748741	GSDMC	0.351392	-	1	GTEX,SRA,TCGA
FAM49B_129878715	chr8	129878715	129878716	FAM49B	0.087106	-	1	GTEX,SRA,TCGA
LRRC6_132660492	chr8	132660492	132660493	LRRC6	0.042647	-	1	GTEX,SRA,TCGA
FAM135B_138243335	chr8	138243335	138243336	FAM135B	0.219990	-	1	GTEX,SRA,TCGA
AGO2_140544091	chr8	140544091	140544092	AGO2	0.016897	-	1	GTEX,SRA,TCGA
OPLAH_144052076	chr8	144052076	144052077	OPLAH	0.093482	-	1	GTEX,SRA,TCGA
OPLAH_144056523	chr8	144056523	144056524	OPLAH	0.052010	-	1	GTEX,SRA,TCGA
WDR97_144115941	chr8	144115941	144115942	WDR97	0.194326	+	1	GTEX,SRA,TCGA
SLC39A4_144414896	chr8	144414896	144414897	SLC39A4	0.083060	-	1	GTEX,SRA,TCGA
UHRF2_6497107	chr9	6497107	6497108	UHRF2	0.096857	+	1	GTEX,SRA,TCGA
FREM1_14847179	chr9	14847179	14847180	FREM1	0.680632	-	1	GTEX,SRA,TCGA
DENND4C_19289289	chr9	19289289	19289290	DENND4C	0.040895	+	1	GTEX,SRA,TCGA
DENND4C_19323982	chr9	19323982	19323983	DENND4C	0.417651	+	1	GTEX,SRA,TCGA
ACER2_19450354	chr9	19450354	19450355	ACER2	0.156022	+	1	GTEX,SRA,TCGA
HACD4_21011695	chr9	21011695	21011696	HACD4	0.086588	-	1	GTEX,SRA,TCGA
HACD4_21031399	chr9	21031399	21031400	HACD4	0.096406	-	1	GTEX,SRA,TCGA
ELAVL2_23693201	chr9	23693201	23693202	ELAVL2	0.022346	-	1	GTEX,SRA,TCGA
EQTN_27291255	chr9	27291255	27291256	EQTN	0.101346	-	1	GTEX,SRA,TCGA
NOL6_33468009	chr9	33468009	33468010	NOL6	0.013693	-	1	GTEX,SRA,TCGA
C9orf24_34380336	chr9	34380336	34380337	C9orf24	0.360105	-	1	GTEX,SRA,TCGA
DNAJB5_34996031	chr9	34996031	34996032	DNAJB5	0.099599	+	1	GTEX,SRA,TCGA
RGP1_35750656	chr9	35750656	35750657	RGP1	0.077718	+	1	GTEX,SRA,TCGA
FAM221B_35825373	chr9	35825373	35825374	FAM221B	0.067131	-	1	GTEX,SRA,TCGA
TMEM8B_35834377	chr9	35834377	35834378	TMEM8B	0.020406	+	1	GTEX,SRA,TCGA
TMEM8B_35846467	chr9	35846467	35846468	TMEM8B	0.245671	+	1	GTEX,SRA,TCGA
RECK_36108610	chr9	36108610	36108611	RECK	0.337040	+	1	GTEX,SRA,TCGA
FRMPD1_37741351	chr9	37741351	37741352	FRMPD1	0.139394	+	1	GTEX,SRA,TCGA
DCAF10_37860799	chr9	37860799	37860800	DCAF10	0.050491	+	1	GTEX,SRA,TCGA
TMEM2_71700537	chr9	71700537	71700538	TMEM2	0.008907	-	1	GTEX,SRA,TCGA
TMEM2_71700541	chr9	71700541	71700542	TMEM2	0.029214	-	1	GTEX,SRA,TCGA
KIF27_83896831	chr9	83896831	83896832	KIF27	0.119006	-	1	GTEX,SRA,TCGA
KIF27_83898691	chr9	83898691	83898692	KIF27	0.067468	-	1	GTEX,SRA,TCGA
GOLM1_86032007	chr9	86032007	86032008	GOLM1	0.460692	-	1	GTEX,SRA,TCGA
ZCCHC6_86301739	chr9	86301739	86301740	ZCCHC6	0.011502	-	1	GTEX,SRA,TCGA
DAPK1_87684738	chr9	87684738	87684739	DAPK1	0.375854	+	1	GTEX,SRA,TCGA
SECISBP2_89354901	chr9	89354901	89354902	SECISBP2	0.088949	+	1	GTEX,SRA,TCGA
IARS_92245374	chr9	92245374	92245375	IARS	0.175985	-	1	GTEX,SRA,TCGA
SLC35D2_96361826	chr9	96361826	96361827	SLC35D2	0.021017	-	1	GTEX,SRA,TCGA
HABP4_96451012	chr9	96451012	96451013	HABP4	0.084709	+	1	GTEX,SRA,TCGA
TDRD7_97464840	chr9	97464840	97464841	TDRD7	0.086151	+	1	GTEX,SRA,TCGA
TDRD7_97468615	chr9	97468615	97468616	TDRD7	0.348925	+	1	GTEX,SRA,TCGA
TSTD2_97606342	chr9	97606342	97606343	TSTD2	0.201255	-	1	GTEX,SRA,TCGA
NCBP1_97658569	chr9	97658569	97658570	NCBP1	0.405955	+	1	GTEX,SRA,TCGA
XPA_97696097	chr9	97696097	97696098	XPA	0.020197	-	1	GTEX,SRA,TCGA
ANP32B_98007701	chr9	98007701	98007702	ANP32B	0.105379	+	1	GTEX,SRA,TCGA
ZNF189_101407304	chr9	101407304	101407305	ZNF189	0.030980	+	1	GTEX,SRA,TCGA
SLC44A1_105357254	chr9	105357254	105357255	SLC44A1	0.117590	+	1	GTEX,SRA,TCGA
ZNF462_107003292	chr9	107003292	107003293	ZNF462	0.161308	+	1	GTEX,SRA,TCGA
KLF4_107486406	chr9	107486406	107486407	KLF4	0.079997	-	1	GTEX,SRA,TCGA
IKBKAP_108882059	chr9	108882059	108882060	IKBKAP	0.298042	-	2	GTEX,SRA,TCGA
FAM206A_108934841	chr9	108934841	108934842	FAM206A	0.045172	+	1	GTEX,SRA,TCGA
CTNNAL1_108951779	chr9	108951779	108951780	CTNNAL1	0.006671	-	1	GTEX,SRA,TCGA
CTNNAL1_108978378	chr9	108978378	108978379	CTNNAL1	0.266305	-	1	GTEX,SRA,TCGA
PTPN3_109421233	chr9	109421233	109421234	PTPN3	0.362766	-	1	GTEX,SRA,TCGA
C9orf152_110204279	chr9	110204279	110204280	C9orf152	0.406761	-	1	GTEX,SRA,TCGA
TXNDC8_110337436	chr9	110337436	110337437	TXNDC8	0.041833	-	1	GTEX,SRA,TCGA
UGCG_111915839	chr9	111915839	111915840	UGCG	0.011170	+	1	GTEX,SRA,TCGA
C9orf43_113419505	chr9	113419505	113419506	C9orf43	0.262572	+	1	GTEX,SRA,TCGA
AMBP_114060270	chr9	114060270	114060271	AMBP	0.136905	-	1	GTEX,SRA,TCGA
ARPC5L_124870113	chr9	124870113	124870114	ARPC5L	0.213691	+	1	GTEX,SRA,TCGA
PPP6C_125152249	chr9	125152249	125152250	PPP6C	0.155636	-	1	GTEX,SRA,TCGA
RABEPK_125207287	chr9	125207287	125207288	RABEPK	0.128997	+	1	GTEX,SRA,TCGA
STXBP1_127668078	chr9	127668078	127668079	STXBP1	0.226753	+	1	GTEX,SRA,TCGA
CDK9_127787848	chr9	127787848	127787849	CDK9	0.000419	+	1	GTEX,SRA,TCGA
CIZ1_128185776	chr9	128185776	128185777	CIZ1	0.259763	-	1	GTEX,SRA,TCGA
GLE1_128505648	chr9	128505648	128505649	GLE1	0.043474	+	1	GTEX,SRA,TCGA
TOR1A_129821041	chr9	129821041	129821042	TOR1A	0.060610	-	1	GTEX,SRA,TCGA
ABL1_130879751	chr9	130879751	130879752	ABL1	0.451869	+	1	GTEX,SRA,TCGA
PRRC2B_131486540	chr9	131486540	131486541	PRRC2B	0.005968	+	1	GTEX,SRA,TCGA
RAPGEF1_131590460	chr9	131590460	131590461	RAPGEF1	0.203019	-	1	GTEX,SRA,TCGA
TTF1_132403390	chr9	132403390	132403391	TTF1	0.188167	-	1	GTEX,SRA,TCGA
GTF3C4_132682746	chr9	132682746	132682747	GTF3C4	0.199841	+	1	GTEX,SRA,TCGA
SURF2_133356912	chr9	133356912	133356913	SURF2	0.116974	+	1	GTEX,SRA,TCGA
ADAMTS13_133456067	chr9	133456067	133456068	ADAMTS13	0.056645	+	1	GTEX,SRA,TCGA
SARDH_133711348	chr9	133711348	133711349	SARDH	0.224212	-	1	GTEX,SRA,TCGA
BRD3_134050588	chr9	134050588	134050589	BRD3	0.103059	-	1	GTEX,SRA,TCGA
FCN1_134913359	chr9	134913359	134913360	FCN1	0.049785	-	1	GTEX,SRA,TCGA
SDCCAG3_136403655	chr9	136403655	136403656	SDCCAG3	0.186125	-	1	GTEX,SRA,TCGA
PMPCA_136410820	chr9	136410820	136410821	PMPCA	0.327663	+	1	GTEX,SRA,TCGA
EGFL7_136671319	chr9	136671319	136671320	EGFL7	0.227459	+	1	GTEX,SRA,TCGA
ENTPD8_137435714	chr9	137435714	137435715	ENTPD8	0.008313	-	1	GTEX,SRA,TCGA
ASMT_1633148	chrX	1633148	1633149	ASMT	0.014509	+	1	GTEX,SRA,TCGA
ARSD_2909979	chrX	2909979	2909980	ARSD	0.150865	-	1	GTEX,SRA,TCGA
ARSD_2925860	chrX	2925860	2925861	ARSD	0.056744	-	1	GTEX,SRA,TCGA
PNPLA4_7921880	chrX	7921880	7921881	PNPLA4	0.238842	-	1	GTEX,SRA,TCGA
WWC3_10120457	chrX	10120457	10120458	WWC3	0.208840	+	1	GTEX,SRA,TCGA
TXLNG_16840824	chrX	16840824	16840825	TXLNG	0.121280	+	1	GTEX,SRA,TCGA
PRDX4_23686050	chrX	23686050	23686051	PRDX4	0.246438	+	1	GTEX,SRA,TCGA
EIF2S3_24072560	chrX	24072560	24072561	EIF2S3	0.021486	+	1	GTEX,SRA,TCGA
RP2_46854294	chrX	46854294	46854295	RP2	0.114690	+	1	GTEX,SRA,TCGA
TBC1D25_48540915	chrX	48540915	48540916	TBC1D25	0.199018	+	1	GTEX,SRA,TCGA
GLOD5_48762043	chrX	48762043	48762044	GLOD5	0.026195	+	1	GTEX,SRA,TCGA
HDAC6_48814673	chrX	48814673	48814674	HDAC6	0.045488	+	1	GTEX,SRA,TCGA
HUWE1_53683369	chrX	53683369	53683370	HUWE1	0.042699	-	2	GTEX,SRA,TCGA
FAAH2_57290299	chrX	57290299	57290300	FAAH2	0.015911	+	1	GTEX,SRA,TCGA
TBX22_80025601	chrX	80025601	80025602	TBX22	0.190607	+	1	GTEX,SRA,TCGA
DIAPH2_96936499	chrX	96936499	96936500	DIAPH2	0.008569	+	1	GTEX,SRA,TCGA
SYTL4_100678115	chrX	100678115	100678116	SYTL4	0.005239	-	1	GTEX,SRA,TCGA
SYTL4_100679412	chrX	100679412	100679413	SYTL4	0.118457	-	1	GTEX,SRA,TCGA
DRP2_101251862	chrX	101251862	101251863	DRP2	0.066524	+	1	GTEX,SRA,TCGA
BHLHB9_102746296	chrX	102746296	102746297	BHLHB9	0.218142	+	1	GTEX,SRA,TCGA
RBM41_107118426	chrX	107118426	107118427	RBM41	0.145855	-	1	GTEX,SRA,TCGA
RBM41_107118430	chrX	107118430	107118431	RBM41	0.123265	-	1	GTEX,SRA,TCGA
COL4A6_108178845	chrX	108178845	108178846	COL4A6	0.098039	-	1	GTEX,SRA,TCGA
COL4A5_108674899	chrX	108674899	108674900	COL4A5	0.053591	+	1	GTEX,SRA,TCGA
CAPN6_111250651	chrX	111250651	111250652	CAPN6	0.014988	-	1	GTEX,SRA,TCGA
AMOT_112781868	chrX	112781868	112781869	AMOT	0.200632	-	1	GTEX,SRA,TCGA
XPNPEP2_129754470	chrX	129754470	129754471	XPNPEP2	0.083599	+	1	GTEX,SRA,TCGA
UTP14A_129920941	chrX	129920941	129920942	UTP14A	0.037603	+	1	GTEX,SRA,TCGA
FAM122B_134794043	chrX	134794043	134794044	FAM122B	0.188046	-	1	GTEX,SRA,TCGA
ARHGEF6_136675096	chrX	136675096	136675097	ARHGEF6	0.089853	-	1	GTEX,SRA,TCGA
ZNF185_152936517	chrX	152936517	152936518	ZNF185	0.095976	+	1	GTEX,SRA,TCGA
LL0XNC01-16G2.1_153321157	chrX	153321157	153321158	LL0XNC01-16G2.1	0.106865	-	1	GTEX,SRA,TCGA
HCFC1_153958249	chrX	153958249	153958250	HCFC1	0.255607	-	1	GTEX,SRA,TCGA
TEX28_154294907	chrX	154294907	154294908	TEX28	0.005325	-	1	GTEX,SRA
TKTL1_154321301	chrX	154321301	154321302	TKTL1	0.016560	+	1	GTEX,SRA,TCGA
SMIM9_154829664	chrX	154829664	154829665	SMIM9	0.182386	-	1	GTEX,SRA,TCGA
IL9R_156006016	chrX	156006016	156006017	IL9R	0.054948	+	1	GTEX,SRA,TCGA
USP9Y_12709026	chrY	12709026	12709027	USP9Y	0.046283	+	1	GTEX,SRA,TCGA
UTY_13304181	chrY	13304181	13304182	UTY	0.190237	-	1	GTEX,SRA,TCGA
UTY_13355637	chrY	13355637	13355638	UTY	0.110930	-	1	GTEX,SRA,TCGA
UTY_13356538	chrY	13356538	13356539	UTY	0.059537	-	1	GTEX,SRA,TCGA
EIF1AY_20576134	chrY	20576134	20576135	EIF1AY	0.117176	+	1	GTEX,SRA,TCGA
