chr	start	end	decoyID	SpliceAI_score	strand	rbpnet	prpf8	smb	n_categories	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Adipose_b	Adipose_c	Adipose_d	Adrenal_b	Adrenal_c	Amnion	Astrocytes	Bladder_a	Bone_marrow_a	Bone_marrow_b	Bone_marrow_c	Brain_Endoth	Breast_a	Breast_Epith_a	Cerebellum_a	Cerebellum_c	Chorion	CL_293T	CL_EndoBH1C_a	CL_Gm12878	CL_HeLa	CL_K562	CL_LP1	CL_MB231	CL_MCF7	CL_PNT2	CL_SHSY5Y_noRA	CL_SHSY5Y_RA	Colon_b	Colon_sigmoid	Colon_transverse	Cortex	Decidua	Embr_2C_a_A	Embr_2C_a_B	Embr_4C_a_A	Embr_4C_a_B	Embr_4C_a_C	Embr_8C_a_A	Embr_8C_a_B	Embr_8C_a_C	Embr_8C_a_D	Embr_Cortex_13_17wpc	Embr_Forebrain_9_12wpc	Embr_Forebrain_St13_14	Embr_Forebrain_St17_20	Embr_Forebrain_St22_23	Embr_ICM_a_A	Embr_Morula_a_A	Embr_Morula_a_B	Embr_TE_a_A	Embr_TE_a_B	EndomStromCells	EndothCells	EpithelialCells	ESC_H1_a	ESC_H1_b	ESC_H1_c	ESC_H1_d	ESC_H9_a	ESC_H9_b	Fibroblasts	Frontal_Gyrus_old	Frontal_Gyrus_young	GLS_cells	Heart_a	Heart_b	Heart_c	HFDPC	HMEpC_a	iPS_a	iPS_b	Kidney_d	Kidney_e	Kidney_f	Liver_a	Liver_b	Liver_c	Lung_b	Lung_e	Lung_f	Lymph_node_b	Lymph_node_c	Melanocytes	Microglia	MonoNucCells	MSC	Muscle_b	Muscle_d	Muscle_e	NCC_Cranial_c	NCC_default_b	NCC_Enteric_b	NCC_Melano_biased_b	Neuroblastoma	Neurons	Neurons_Cortex_KCl_0h	Neurons_Cortex_KCl_1h	Neurons_Cortex_KCl_6h	NPC_a	NPC_b	Oligodendrocytes	Oocyte_a_A	Ovary_a	Ovary_b	Pancreas_Acinar_Old	Pancreas_Acinar_Young	Pancreas_Alpha_Old	Pancreas_Alpha_Young	Pancreas_Beta_Old	Pancreas_Beta_Young	Pancreas_Duct_Old	Pancreas_Duct_Young	Placenta_a	Placenta_b	Placenta_c	Placenta_Epith	Prostate_b	Prostate_c	Prostate_d	Retina_a	Retina_macular	Retina_peripheral	Skin_a	Skin_b	Skin_c	Skin_d	Small_intestine	Spleen_a	Spleen_b	Stomach_a	Stomach_b	Sup_Temporal_Gyrus	Testis_a	Testis_b	Testis_c	Thymus_a	Thymus_b	Thyroid_b	Thyroid_c	Thyroid_d	WBC_d	WBC_e	Whole_Brain_b	Zygote_a_A	psi_chr	intron_start	intron_end	intron_length	decoy_coord_1based	decoy_distance_from_canonical_5ss
chr17	69081145	69081146	ABCA6_69081145	0.317735	-	1	0	0	1	ABCA6	HsaINT0000773	chr17:69081146-69082872	1727	chr17:69082873-69083013=69081066-69081145:-	IR	4.44		0.61	0	0	0		0.32			0	0	0	3.32	4.69	1.94				0		35.63							1.74	3.51	10.11	2.87		0				77.99					0	12.16	0	0							0	3.24	0							0	0	21.68	0	0	5.12		8.03	0			0	0	36.54	0	2.78	1.83	2.37	0.31	0.52	1.37	0.53		0	0	5.18	0	3.86	2.57							0	0	0			0	0	0	0.5	0	7.12	9.97	10.33	10.38	14.25	0	8.14	0	0	4.69		2.87	0	3.56	0	13.67	0	0.81	0.52	7.77	13.01	5.84	5.12	0	5.33	0	0	0	9.97	2.35	0		6.01	2.26	0	9.97		11.23		chr17	69081146	69082872	1727	69081146	1726
chr17	69097451	69097452	ABCA6_69097451	0.106299	-	1	0	0	1	ABCA6	HsaINT0000759	chr17:69096802-69097919	1118	chr17:69097920-69098027=69096628-69096801:-	IR	5.05		0	0	4.23		0	1.88		0	0	0	3.69	5.05	0	6.5	0			1.45	0	0							0	6.21	11.44	0	0				0						0	0			0						0	6.6	44.09								0	100	2.37	2.78	3.2		14.38	39.66			12.19	0	7.59	0	3.5	4.33	2.67	4.08	2.94	0.31	0.54		0		8.81	0	4.29	5.12							0	0	0			0	0	0	0.69	0	0	6.58	3.79	25.81	16.45	100	0	0	0	13.93	0	6.67	2.99	3.7		0	0	20.2	3.92	6.96	9.66	5.19	10.92	0	0	8.28	8.85	0	14.76	0.86	12.34	91.44	8.38	3.46	3.03	0	0	0		chr17	69096802	69097919	1118	69097452	467
chr17	69122224	69122225	ABCA6_69122224	0.317319	-	1	0	0	1	ABCA6	HsaINT0000745	chr17:69117957-69123238	5282	chr17:69123239-69123407=69117898-69117956:-	IR	11.17		0	0	1.6		0	0.38	100		0	0	4.7	7.07	0	3.4			0	80.9					100				3.77	10.55	5.21	19.05		0	0		0		0	0		0	0	8.6			0		0				0	9.23	23.62								0	0	3.4	6.91	8.12		7.42	18.83			5.82	0	13.39	6.3	3.58	4.89	9.78	1.92	0	2.34	1.37			100	5.28	0	5.56	9.34						100	0		0			0		0	1.88	0	4.37	23.49	33.38	9.59	27.87	31.37	100	0	0	13.22	100	18.6	0	0		0	7.89	8.05	2.51	4.44	7.12	2.42	13.45	10.53	5.83	6.34	0	0	16.16	0.97	0	100	1.66	1.05	1.41	0		27.07	0	chr17	69117957	69123238	5282	69122225	1013
chr17	68876703	68876704	ABCA8_68876703	0.288935	-	1	1	0	2	ABCA8	HsaINT0000852	chr17:68876704-68877518	815	chr17:68877519-68877679=68876628-68876703:-	IR	10.88		6.11	1.41	6.45		0	1.75			100	10.76	3.49	8	4.98	10.67	13.27	100			8.57	5.31							2.83	9.59	11.55	4.42	25.62					100					7.01	10.55	0	7.44	3.86						5.01	19.23								18.34	6.35	59.12	16.27	3.73	12.5						15.31	4.32	30.23	4.99	30.47	13.49	12	6.54	5.01	100	4.78		100		8.4	0	6.17	9.03	100		12.33	0	17.42		0	9.54	4.05	0	0	20.53		2.84	1.58	0	0	59.12	29.67	10.76	12.71	100		4.1	0	13.85		6.66	3.18	1.29	0	1.85	0.63	0.76	1.19	7.7	14.76	4.58	22.17	9.31	10.76	6.15	4.98	2.71	9.49	3.77	5.33		7.81	5.89	4.7			5.45		chr17	68876704	68877518	815	68876704	814
chr17	68884697	68884698	ABCA8_68884697	0.186427	-	0	1	0	1	ABCA8	HsaINT0000845	chr17:68884397-68885195	799	chr17:68885196-68885315=68884331-68884396:-	IR	27.36		5.93	0.3	10.5			8.45		0		0	18.71	15.06	47.51	36.92	55.56				9.59	23.26							8.38	29.23	25.4	24.72											11.11	20.45	60.48	0	27.01							23.64								77.78	14.89	100	14.09	14.54	26.84		0				100		100	17.94	40.46	14.43	17.14	19.71	23.83	0	4.6		100		14.72	0	15.53	7.41			0	0			6.85	0	2.13			35.87		2.87	15.57			100	100	100	100		100	27.79	0	0	0	25.24	21.21	4.01	0	4.72	0	21.85	14.46	53.65	43.89	14.07	28.15	15.58	96.22	25.86	3.41	19.45	33.62	14.23	34		8.02	22.9	13.23			19.2		chr17	68884397	68885195	799	68884698	497
chr17	68886735	68886736	ABCA8_68886735	0.407079	-	0	0	1	1	ABCA8	HsaINT0000844	chr17:68885316-68887016	1701	chr17:68887017-68887130=68885196-68885315:-	IR	23.11		3.86	0.87	2.83		100	0				33.33	5.13	22.65	9.09	11.11	6.25				20	15.66							1.15	24.76	63.89	6.14	0										2.86	23.81	33.33	20	11.11						14.29	31.54								0	6.45	33.33	3.33	2.96	32.28		0				7.69	0	0	1.75	22.27	4.26	4.65	6.71	3.49	0	7.69		100		17.94	0	5.87	3.81			0		33.33		0	0	0			39.68		0.24	3.34	0	100	100	100	33.33				7.83	0	0	100	20	6.09	2.99	0	0.29	0.39	5.45	7.67	23.6	20.51	11.63	38.24	6.3	7.69	6.71	0	6.32	45.45	5.6	0		24.88	5.02	4.12			0		chr17	68885316	68887016	1701	68886736	280
chr17	68889857	68889858	ABCA8_68889857	0.21038	-	1	0	0	1	ABCA8	HsaINT0000842	chr17:68887507-68891488	3982	chr17:68891489-68891596=68887336-68887506:-	IR	5.84		0	0	1.42		0	2.43		0			0.68	4.23	0	0	0				0	0						0	1.26	1.42	16.27	0	10.83										0	0	32.69	0	0						0	5.25	0	0						0	0	100	2.49	0	4.15		32.69	0	100		0	0	0	2.07	16.63	5.21	2.9	0.24	0.39	0	0				3.88	0	5.71	0.94	0		0	0	0	0	1.71	2.49	0	0	0	3.35		0.37	0.18				100	19.54	10.83			4.19	100	22.57		9.79	0.7	0	0	1.58	0	0	1.14	5	2.31	1.31	11.7	1.87	0	2	0	1.71	4.89	0.19	5.12	5.72	2.29	1.06	0			4.42		chr17	68887507	68891488	3982	68889858	1630
chr17	68993408	68993409	ABCA9_68993408	0.378209	-	1	0	0	1	ABCA9	HsaINT0000883	chr17:68993085-68995894	2810	chr17:68995895-68996014=68993016-68993084:-	IR	63.49		22.82	0	26.17			27.63			100	20	19.84	68.16	30.53	59.62			33.33	74.72		100							45.49	50.55	35.85	33.11	100									0	14.29	33.09	49.66	38.04	49.72						42.86	64.17	100							100	35.85	48.41	52.86	30.7	46.89		54.58	100	100		0		100	42.13	71.08	45.42	26.15	44.32	39.63	31.64	33		100		35.95	6.67	30.68	29.93	21.18		0			100								10.79	18.34		73.33	87.41	100	83.49	87.73	60	100	100		19.53	64.15	79.94	19.88	16.05		0	4.63	25.62	17.05	65.23	58.93	35.37	71.06	33	19.53	71.31	60	4.45	76.45	39.79	32.67		33.45	18.84	20.83	0		0		chr17	68993085	68995894	2810	68993409	2485
chr17	69048428	69048429	ABCA9_69048428	0.149282	-	1	0	0	1	ABCA9	HsaINT0000887	chr17:69045337-69049282	3946	chr17:69049283-69049490=69045172-69045336:-	IR	6.95		0	0	0			0				0	0	8.02	0	4.55	0			0		100							0	6.4	0	0	0										0	1.69	4.76	0	0		0				0	20	100								0	0	0	0.9	4.38		13.55	100	0		11.11		0	0	6.06	2.86	3.45	0	0	0	0				5.35	0	6.25	0	0		0			0	25	0				0	0	0	0	0	0	66.67		4.76	0	0	100	0		0		15.79	0	0	0	4.55	1.23	2.29	0.6	4.44	7.59	2.33	13.04	66.67	11.69	1.69	0	0	10.45	0	4.76	0	0.33	1.92	0	0		5.26		chr17	69045337	69049282	3946	69048429	853
chr1	229521440	229521441	ABCB10_229521440	0.206858	-	0	1	1	2	ABCB10	HsaINT1000141	chr1:229518876-229521591	2716	chr1:229521592-229521635=229518841-229518875:-	IR	6.5	13.35	2.35	0	5.94	0	1.85	4.11	0.36	0.55	1.04	0	2.04	9.31	2.44	9.91	0	0.45	1.06	4.15	3.01	0.12	0	0	2.35	6.25	3.95	4.68	1.37	18.55	7.77	0	0	0	0	0	0	0	0		0	0	11.04	12	11.41	11.53	9.65	0	0	0	0	0	0	1.73	7.73	1.41	0.97	0	4.17	3.51	0	4.88	5.03	1.79	5.08	0	2.44	6.45	7.27	3.17	2.04	0	0	0	3.93	0	5.71	1.52	7.69	7.82	1.39	1.23	0	3.51	7.41	1.45	14.89	0	0	0	3.55	1.27	0	0	0	100	7.46	17.81	7.08	1.79	3.03	3.23	0	0	4	2.06	3.33	1.66	2.34	3.09	0.99	1.05	0.59	9.98	0	5.03	6.03	8.63	0	1.42	0	0.54	0.91	0	3.4	10.18	27.27	5.16	19.84	3.17	5.41	3.74	7.69	15.34	12.59	1.17	41.18	0	13.54	4.52	8.33	3.45	0	11.76	0	chr1	229518876	229521591	2716	229521441	150
chr1	229538813	229538814	ABCB10_229538813	0.435965	-	0	1	1	2	ABCB10	HsaINT0000939	chr1:229531732-229539455	7724	chr1:229539456-229539591=229531636-229531731:-	IR	11.18	13.26	0.61	0	12.79	0	56.26	1.49	33.96	0.53	0.63		4.4	9.63	7.01	10.26	26.88	0.36	1.55	5.63	0	0.09	0	0	6.81	0	5.68	5.99	3.85	8.12	9.49	11.74	0	0	0		0	0					3	4.25	0.93	2.82	4.27	0	0	0	0	0	0	5.28	4.51	0	1.49	0	0.82	6.67	29.12	0	0	7.31	8.69	0	9.79	4.8	4.79	2.36	48.85	20.47	3.76	0	7.51	5.14	8.87	3.3	16.31	4.66	1.35	0.58	0.32	11.19	0	13.21	8.72	0	2.83	0.75	2.64	2.1	0	0	1.87	71.43	16.47	6.03	21.24	5.14	5.51	50	0	5.38	1.58	15.48	58.33	14.15	18.28	26.55	19.58	7.35	7.25	0	4.06	8.76	5.48	5.12	0	0.48	0	0.87	0.7	5.9	13.35	18.74	23.48	3.75	18.63	1.59	13.82	5.43	4.35	8.87	16.25	0	42.64	25.27	9.07	3.75	0.6	1.08	0	23.21	0	chr1	229531732	229539455	7724	229538814	641
chr1	229547772	229547773	ABCB10_229547772	0.263078	-	0	0	1	1	ABCB10	HsaINT0000935	chr1:229547702-229549233	1532	chr1:229549234-229549434=229547499-229547701:-	IR	3.24	11.34	0	1.12	3.51	0	18.21	0.85	22.89	0.2	0.99		4.42	2.67	4.34	5.1	0	0.36	0	1.79	0	0.12	0	0	8.62	0	11.59	6.89	5.03	0.59	5.38	10.84	0		0		0		0				9.02	2.33	0.99	1.19	3.25			0		0	0	5.26	2.63	4.23	0	0.65	0.6	4.63	7.5	0	1.26	0.93	9.43	1.3	6.26	2.25	4.5	1.67	44.74	46.22	4.23	0	7.84	0	8.24	9.28	8.63	2.63	0.46	5.38	0	12.39	0	0.94	4.57	0	0	0.63	4.77	0	1.14	0	0.86		6.56	21.73	5.74	1.71	0	100	0	16.27	1.17	8.85	24.46	3.6	9.65	6.85	3.74	3.89	7.5	2.63	14.78	6.03	2.78	10.32	3.28	0	0	2.05	2.52	3.83	2.95	7.97	19.58	1.85	13.94	1.16	0	5.41	3.89	0	5.98	1.23	0	7.9	4.56	2.42	0	0.64	0	25.95	0	chr1	229547702	229549233	1532	229547773	1460
chr16	48170636	48170637	ABCC11_48170636	0.141496	-	1	0	0	1	ABCC11	HsaINT0001155	chr16:48170219-48170888	670	chr16:48170889-48170967=48170105-48170218:-	IR			0		0		75	7.68						3.09	0			100	100													0	100										3.7	11.11	0		100									0		60					0	0	100		0			0	0	0				0	11.25	0		0		100	0								33.33						0	0	0						100						100	0	0	0	0	10.96		0	0	2.01	0	0	0		0	3.35	33.33		100	33.33		0		2	14.29	1.81		0		20		100		33.33		chr16	48170219	48170888	670	48170637	251
chr16	16035008	16035009	ABCC1_16035008	0.273933	+	0	0	1	1	ABCC1	HsaINT0001114	chr16:16033171-16036471	3301	chr16:16033109-16033170=16036472-16036603:+	IR	1.05		0	1.39	0	0	3.99	5.18	10.26	0	0.96		4.83	5.72	0	5.87	0	0	0	1.13	0.26	0	0	0	4.41	1.67	0	2.62	0	1.45	8.67	6.13	0	0	0		0	0					1.1	0.91	0	0	0						0	2.9	1.84	0	0.69	0.07	0	0	0.96	0	0	0	6	0	10.96		6.04	0.71	33.12	15.46	5.41		7.36	0	4.52	0	2.78	2.78	0	0	3.77	0	0	10.26	4.39	0	1.87	0	1.08	0	0	0	1.75	100	13.22	0	0	7.08	0		0	0	2.08	0	40.68	12.65	12.91	7.89	16.38	6.31	7.8	2.63	2.96	5.41	4.98	3.41	0	0	0	4.24	0	3.64	2.7	11.28	0	9.38	2.31	0.7	15.48	3.36	47.76	1.66	5.15	0.18	6.84	2.1	2.18	0.57	0	0	0	0	0	chr16	16033171	16036471	3301	16035009	1838
chr16	16036396	16036397	ABCC1_16036396	0.13629	+	0	0	1	1	ABCC1	HsaINT0001114	chr16:16033171-16036471	3301	chr16:16033109-16033170=16036472-16036603:+	IR	1.05		0	1.39	0	0	3.99	5.18	10.26	0	0.96		4.83	5.72	0	5.87	0	0	0	1.13	0.26	0	0	0	4.41	1.67	0	2.62	0	1.45	8.67	6.13	0	0	0		0	0					1.1	0.91	0	0	0						0	2.9	1.84	0	0.69	0.07	0	0	0.96	0	0	0	6	0	10.96		6.04	0.71	33.12	15.46	5.41		7.36	0	4.52	0	2.78	2.78	0	0	3.77	0	0	10.26	4.39	0	1.87	0	1.08	0	0	0	1.75	100	13.22	0	0	7.08	0		0	0	2.08	0	40.68	12.65	12.91	7.89	16.38	6.31	7.8	2.63	2.96	5.41	4.98	3.41	0	0	0	4.24	0	3.64	2.7	11.28	0	9.38	2.31	0.7	15.48	3.36	47.76	1.66	5.15	0.18	6.84	2.1	2.18	0.57	0	0	0	0	0	chr16	16033171	16036471	3301	16036397	3226
chr16	16052689	16052690	ABCC1_16052689	0.249941	+	1	0	0	1	ABCC1	HsaINT0001091	chr16:16048304-16052723	4420	chr16:16048142-16048303=16052724-16052816:+	IR	4.92		0	0	5.79	0	20.47	0	36.46	0.24	1.23	0	5.14	5.39	1.54	1.45	0	0	0	1.06	0.15	0.2	0.13	1.99	7.26	0	3.5	4.72	1.87	4.19	0.61	13.5	0	0	6.04	0	67.31	0					8.49	5.13	6.05	3.83	11.6		0	0			0	7.77	5.57	0	0.49	0	0	0.53	1.88	2.87	0	2.64	9.47	2.45	4.61		8.32	2.47	28.39	33.46	4.47	0	2.7	11.4	6.62	24.29	5.83	1.26	0.51	0.57	0.92	0	33.33	8.36	4.07	0.84	1.41	0	5.42	0	0	0.46	0		0	4.9	27.85	2.51	0		0	17.65	4	31.83	20.43	27.73	13.15	16.71	23.03	21.58	19.98	0	4.47	4.47	2.45	1.58	1.06	0.34	0	0	3.99	5.65	2.6	7.6	6.94	2.55	11.47	1.68	9.15	3.78	0	6.24	8.14	0	11.26	7.02	6.82	1.51	0.39	0.66	0	3.38	6.04	chr16	16048304	16052723	4420	16052690	4386
chr16	16103878	16103879	ABCC1_16103878	0.497118	+	0	1	1	2	ABCC1	HsaINT0001099	chr16:16102718-16106737	4020	chr16:16102627-16102717=16106738-16106873:+	IR	30.88		6.54	6.25	15.05	10	20	7.25	29.73	8.03	5	100	4.91	22.35	49.12	32.03	29.03	4.28	27.27	1.87	3.39	0.77	2.84	0.28	12.43	3.83	21.05	15.91	12.87	14.44	27.91	13.58	15.79	12.2	0	0	0	0		0	0		28.47	24.72	21.82	26.44	26.03		100				3.57	15.14	9.43	3.45	8.22	4.69	3.91	4.74	7.58	7.87	35.14	33.33	38.71	7.32	12.02		16.56	5.75	20	5.2	25	12.28	31.25	3.7	29.34	27.27	54.34	21.62	22.14	13.84	10.23	8.22	0	28.68	9.9	0.39	16.47	15.45	6.75	2.44	1.71	3.19	6.73	100	22.35	21.74	22.22	12.77	13.73	100	0	2.7	14.75	20	35	34.08	14.71	30.16	34.58	22.89	33.66	16.13	28.57	5.45	23.84	15.32	17.74	7.91	1.96	2.12	1.74	6.69	15.21	41.76	32.43	9.95	22.53	9.77	11.48	22.98	0	3.9	13.01	4.78	43.36	18.34	15.14	9.98	17.7	9.47	3.98	15.52	0	chr16	16102718	16106737	4020	16103879	1161
chr16	16104011	16104012	ABCC1_16104011	0.576172	+	1	1	0	2	ABCC1	HsaINT0001099	chr16:16102718-16106737	4020	chr16:16102627-16102717=16106738-16106873:+	IR	30.88		6.54	6.25	15.05	10	20	7.25	29.73	8.03	5	100	4.91	22.35	49.12	32.03	29.03	4.28	27.27	1.87	3.39	0.77	2.84	0.28	12.43	3.83	21.05	15.91	12.87	14.44	27.91	13.58	15.79	12.2	0	0	0	0		0	0		28.47	24.72	21.82	26.44	26.03		100				3.57	15.14	9.43	3.45	8.22	4.69	3.91	4.74	7.58	7.87	35.14	33.33	38.71	7.32	12.02		16.56	5.75	20	5.2	25	12.28	31.25	3.7	29.34	27.27	54.34	21.62	22.14	13.84	10.23	8.22	0	28.68	9.9	0.39	16.47	15.45	6.75	2.44	1.71	3.19	6.73	100	22.35	21.74	22.22	12.77	13.73	100	0	2.7	14.75	20	35	34.08	14.71	30.16	34.58	22.89	33.66	16.13	28.57	5.45	23.84	15.32	17.74	7.91	1.96	2.12	1.74	6.69	15.21	41.76	32.43	9.95	22.53	9.77	11.48	22.98	0	3.9	13.01	4.78	43.36	18.34	15.14	9.98	17.7	9.47	3.98	15.52	0	chr16	16102718	16106737	4020	16104012	1294
chr16	16125159	16125160	ABCC1_16125159	0.115394	+	1	0	0	1	ABCC1	HsaINT0001105	chr16:16124916-16125809	894	chr16:16124789-16124915=16125810-16125911:+	IR	10.83		0	2.13	8.04	0	100	0.3	21.86	1.84	3.03		4.02	12.29	0	5.3	0	0	0	0.31	0.34	0.21	0.19	0	6.87	0	5.72	0	0	1.18	12.59	0	0	0	0	0	0	0	0	0	0	0	1.97	2.48	4.18	2.16	0.94						0	3.66	0.33	1.02	0.53	0.8	0.53	0.35	14.73	0.53	0	1.34	4.94	0	1.83		6	0.1	11.48	5.72	4.64	5.72	3.89	0	5.41	0	6.9	3.01	0	0.38	0.14	0	0	5.18	3.54	0	4.63	0.83	3.24	0	0	0	0		1.99	1.83	1.45	0	1.45		19.54	0	3.48	8.06	36.98	20.71	16.5	18.06	26.41	9.71	21.49	0.94	3.89	9.77	5.12	2.09	0.39	0.6	0	1.2	0.59	0.66	12.56	14.22	10.57	1.33	7.16	0.3	0	1.16	0	0.59	5.17	0.22	9.75	9.64	4.98	0.59	0.18	0.39	0.5	7.99	0	chr16	16124916	16125809	894	16125160	244
chr10	99797017	99797018	ABCC2_99797017	0.119441	+	0	0	1	1	ABCC2	HsaINT0001227	chr10:99794469-99797096	2628	chr10:99794413-99794468=99797097-99797331:+	IR	19.82	100	0	100	0	0	0	57.14	0	0	0	0		49.64	49.64	100		100	0	0					4.76				7.89	100	100												32.69	20	42.39	0	100			0				12.19				32.69			0	0		100	0		71.19		100	0	100	100	8.86	27.08	21.7	10	21.96	4.31	100	42.62		20		10.57		14.11	36.46	0	20	0	33.33	2.99	7.05	2.46			0			100				13.93	0	59.54	0	26.2	100	42.86	0	20		33.12	16.67	14.16	35.3	66.67	100	33.33		0	0	20	9.09	12.94	49.64	7.78	46.79	8.85		14.29			100	12.34	0	19.54	100			7.69	0			chr10	99794469	99797096	2628	99797018	2549
chr13	95078759	95078760	ABCC4_95078759	0.180835	-	1	1	0	2	ABCC4	HsaINT0001281	chr13:95075552-95083139	7588	chr13:95083140-95083290=95075432-95075551:-	IR	27.54	13.04	3.7	0	6.67	0	11.11	3.75	43.01	0	3.61	0	17.65	9.09	5.88	0	0	0	0	2.7	0.72	0.54	0	0	4.85	0	9.5	1.89	3.3	11	2.22	5.88	0	0	0	0	0	0	6.12	0	0		2.05	3.2	3.41	2.91	2.56		0	100	0	0	0	12.12	12.2	0	1.57	0	0	0	2.79	2.68	6.64	3.23	7.14	0	18.18	2.22	19.7	4.95	8.11	6.67	5.77	0	4	33.33	24.14	12.5	12.73	5.74	0	1.03	0.85	6	47.21	12.43	14	0	4.35	0	3.17	0	0	0	1.54		2.7	0	0	2.44	0	14.29	0	0	0	25	0	36	23.81	0	53.33	3.85	15.49	0	0	0	0	11.09	3.34	0.88		0	0	2.77	10.53	12.34	17.65	4.55	18.34	0	27.27	6.45	20	1.3	17.23	1.03	33.33	30.23	5.17	2.61	2.19	0	0	0	0	chr13	95075552	95083139	7588	95078760	4379
chr13	95165939	95165940	ABCC4_95165939	0.128227	-	1	0	0	1	ABCC4	HsaINT0001266	chr13:95164519-95166157	1639	chr13:95166158-95166367=95164378-95164518:-	IR	0	0	0	0	0		2.5	0.56	4.43	1.38	0	0	0	14.29	0	0	0	0	0	0.61	0	0	0.54	0	0.78	0	1.66	0.87	1.27	3.79	8.77	0	0	0	0	0	0	0	0	2.86		0	0	0	0.72	1.44	0	0	0	0	0	0	0	4.4	0	0	0.96	0	0.93	0	0	0	0	0	6.35	0	4.17	1.01	1.75	0	0	0	2.76	0	3.12	0	0	11.63	3.78	2.9	0	0	0.56	0	4.17	0	2.69	0	3.7	0	0	0	0	0	0	0	0	0	1.05	0	0	4.76	0	0	0	3.45	2.86	7.98	8	0	15.15	2.22	1.69	0	0	0	0	5.03	0.77	0.52	0	0	0	0	3.03	9.57	5.71	2.33	4.3	0	14.29	3.61	0	0	10.64	0	6.67	2.22	1.44	0	0	0	0	8	0	chr13	95164519	95166157	1639	95165940	217
chr13	95185479	95185480	ABCC4_95185479	0.440827	-	0	0	1	1	ABCC4	HsaINT0001262	chr13:95178092-95186700	8609	chr13:95186701-95186892=95177997-95178091:-	IR	4.3	0	0	0	1.91		0	0	25.88	1.09	3.89	0	0	11.89	0	3.6	0	1.14	0	0	0	0	0	0	0.91	0	0	1.41	1.04	2.47	6.38	0	0	0	0	0	0	0	0	0	0	0	0.38	0.63	0.29	0	0		0	0	0	0	0	2.48	7.12	0	0	0	0	0	0.21	0.38	0	0	1.98	0	3.79	5.31	4.36	2.89	4.23	0	1.53	0	1.74	0	3.04	14.78	1.51	1.04	0	0	0	2.33	20.55	1.14	3.88	0	6.49	0	1.69	0	0	0	0		0.72	1.07	0	0	0	13.93	1.5	0	0.26	37.78	39.31	21.25	18.09	100	24.46	9.28	22.08	0	0	5.72	0	2.87	0.16	0.65	0	0	0	0	1.43	9.99	3.74	3.68	4.94	0	0	6.43	0	0	4.36	0	4.43	0	8.24	0.26	0	0	0	7.89	0	chr13	95178092	95186700	8609	95185480	1220
chr13	95194241	95194242	ABCC4_95194241	0.172548	-	0	0	1	1	ABCC4	HsaINT0001279	chr13:95188543-95194835	6293	chr13:95194836-95194937=95188453-95188542:-	IR	4.91	57.14	0	0	14.29	0	0	2.09	15.56	2.29	8.32		0	13.04		7.69		0		0.48	0	0	0	0	17.63	0	7.8	3.77	2.86	8.49	9.09	28.57	0	0	0	0	0	0	0	10.53	0	0	1.64	7.83	3.36	4.23	9.37	0	0	0	0	0	0	7.18	0	6.25	2.7	0	0	3.7	3.76	6.1	20	0	6.45	28.57	11.48	6.06	9.39	0	54.55	37.36	9.47	3.7	5.03	0	11.11	30	28.55	17.5	0	0	0	2.3	19.14	17.2	4.73	0	0	0	3.76	1.33	0	0	0		2.67	0.66	0.55	2.56	0	100	0	0	10.47	0	33.33	44.44	0	20	23.08	14.29	18.52	0		14.29	0	10.99	0.26	0.46	0	8.57	0	0	4.83	40.81	27.78	15.78	15.26	0	0.52	13.4		8.33	15.9	0	3.45	63.64	12.36	2.59	0	0	0	16.67	0	chr13	95188543	95194835	6293	95194242	593
chr3	183978975	183978976	ABCC5_183978975	0.190242	-	0	1	0	1	ABCC5	HsaINT0001320	chr3:183978652-183981726	3075	chr3:183981727-183981874=183978503-183978651:-	IR	13.64	10.77	0	11.11	2.7	0	52.94	0	26.58	1.15	7.31	0	44.44	13.33	1.35	5.56	0	3.7	0.46	0	0	0.75	0.6	0	12.27	0	14.61	15	5.56	31.53	31.58	0	0	0	0	0	0	0	2.56	100	85.71		4.13	3.37	0.83	3.49	5.88		1.24	0	0	0	0	20.35	8.05	5	3.53	1.36	0	10.53	25	0	1.61	2.7	4.92	2.7	20.17	3.96	8.99	4.96	57.58	3.45	18.52	7.69	1.08	0	25.81	0	8.64	3.45	0.76	0	0	9.62	25	0	26.8	1.49	8.43	3.26	3.91	0	0	0	1.37	100	10.77	4.35	8.86	6.25	0	26.32	0	0	0	100	20	59.62	51.18	60	41.88	60	38.46	0	0	6.67	20.75	8.11	3.61	0.86	0	1.43	1.88	8.77	22.12	18.39	21.88	4.76	15.13	1.28	30.43	6.78	0	0	19.71	0.58	17.65	9.38	48.57	6.12	0	2.44	1.33	9.23	0	chr3	183978652	183981726	3075	183978976	2750
