candidate_group	GENE	EVENT	COORD	intron_length	chr	strand	decoyID	start	end	decoy_coord_1based	decoy_distance_from_canonical_5ss	intron_start	intron_end	mESC_lift_Chr	mESC_lift_Start	mESC_lift_End	mESC_ir_Chr	mESC_ir_Start	mESC_ir_End	mESC_ir_gene	mESC_IRratio_mean	mESC_IR_overlap_bp	psi_count_ge10	psi_count_ge10_brain	brain_retained	SpliceAI_score	phastCons100_mean	phastCons470_mean	MaxEnt_decoy	MaxEnt_canonical
	ABCC2	HsaINT0001201	chr10:99804274-99805381	1108	chr10	+	ABCC2_99804685	99804685	99804686	99804686	412	99804274	99805381	chr19	43808560	43808636	chr19	43807265	43808649	Abcc2	0	77	42	3	TRUE	0.012697	0.0551606	0.0652888	6.71	-23.11
	ABCC2	HsaINT0001207	chr10:99813145-99817307	4163	chr10	+	ABCC2_99817195	99817195	99817196	99817196	4051	99813145	99817307	chr19	43814918	43815074	chr19	43814815	43816796	Abcc2	0	157	78	10	TRUE	0.000221	0.085033	0.0265554	-8.61	-18.12
	ABCC2	HsaINT0001223	chr10:99847128-99850601	3474	chr10	+	ABCC2_99850401	99850401	99850402	99850402	3274	99847128	99850601	chr19	43835929	43836095	chr19	43834032	43836583	Abcc2	0	167	18	0	FALSE	0.000926	0.101927	0.114732	3.34	-19.31
	ABCC3	HsaINT0001258	chr17:50684876-50687535	2660	chr17	+	ABCC3_50686338	50686338	50686339	50686339	1463	50684876	50687535	chr11	94346804	94346982	chr11	94346142	94350935	Abcc3	0	179	33	7	TRUE	0.093918	0.0937395	0.121814	9.68	-23.11
	ABCC4	HsaINT0001289	chr13:95034740-95043681	8942	chr13	-	ABCC4_95038629	95038629	95038630	95038630	5051	95034740	95043681	chr14	118491795	118491986	chr14	118490634	118499965	Abcc4	0.0212790333333333	192	7	2	FALSE	0.069435	0.127411	0.116699	7.96	10.13
	ABCC4	HsaINT0001287	chr13:95044439-95053094	8656	chr13	-	ABCC4_95045859	95045859	95045860	95045860	7234	95044439	95053094	chr14	118506543	118506622	chr14	118500881	118507592	Abcc4	0.00186128666666667	80	16	2	FALSE	0.027589	0.0352718	0.0150537	7.87	8.88
	ABCC4	HsaINT0001281	chr13:95075552-95083139	7588	chr13	-	ABCC4_95078759	95078759	95078760	95078760	4379	95075552	95083139	chr14	118531956	118532044	chr14	118529978	118533991	Abcc4	0	89	34	4	TRUE	0.180835	0.0198641	0.0125446	10.06	9.1
	ABCC4	HsaINT0001266	chr13:95164519-95166157	1639	chr13	-	ABCC4_95165939	95165939	95165940	95165940	217	95164519	95166157	chr14	118599177	118599276	chr14	118597635	118599313	Abcc4	0.00127163933333333	100	5	0	FALSE	0.128227	0.0133887	0.00665968	10.03	7.77
	ABCC4	HsaINT0001264	chr13:95170629-95177706	7078	chr13	-	ABCC4_95171297	95171297	95171298	95171298	6408	95170629	95177706	chr14	118608929	118609070	chr14	118604254	118611436	Abcc4	0.0208850333333333	142	14	2	FALSE	0.047656	0.0538341	0.0347259	7.07	7.94
	ABCC5	HsaINT0001299	chr3:183965502-183967694	2193	chr3	-	ABCC5_183966275	183966275	183966276	183966276	1418	183965502	183967694	chr16	20386542	20386610	chr16	20378767	20389368	Abcc5	0.00506027	69	10	1	FALSE	0.005998	0.0319973	0.0613382	4.81	10.77
	ABCC5	HsaINT0001299	chr3:183965502-183967694	2193	chr3	-	ABCC5_183966279	183966279	183966280	183966280	1414	183965502	183967694	chr16	20386542	20386610	chr16	20378767	20389368	Abcc5	0.00506027	69	10	1	FALSE	0.010597	0.0319973	0.0613382	4.36	10.77
	ABCC6	HsaINT0001339	chr16:16157810-16159481	1672	chr16	-	ABCC6_16157874	16157874	16157875	16157875	1606	16157810	16159481	chr7	45981997	45982051	chr7	45981115	45982130	Abcc6	0	55	54	13	TRUE	0.176111	0.0797578	0.0183579	6.32	4.44
	ABCC6	HsaINT0001334	chr16:16169854-16173283	3430	chr16	-	ABCC6_16170662	16170662	16170663	16170663	2620	16169854	16173283	chr7	45990166	45990209	chr7	45989746	45990287	Abcc6	0	44	38	8	TRUE	0.105737	0.0216816	0.0143454	9.46	5.4
	ABCC6	HsaINT0001327	chr16:16185035-16187123	2089	chr16	-	ABCC6_16186105	16186105	16186106	16186106	1017	16185035	16187123	chr7	46001426	46001479	chr7	46001071	46002577	Abcc6	0	54	21	5	TRUE	0.1035	0.0372475	0.0111158	8.24	10.49
	ABCC6	HsaINT0001325	chr16:16188975-16190163	1189	chr16	-	ABCC6_16190095	16190095	16190096	16190096	67	16188975	16190163	chr7	46005411	46005436	chr7	46005267	46005436	Abcc6	0	26	38	6	TRUE	0.016567	0.0109251	0.0135064	9.65	2.93
	ABCC8	HsaINT0001382	chr11:17397798-17398338	541	chr11	-	ABCC8_17397819	17397819	17397820	17397820	518	17397798	17398338	chr7	46109410	46109465	chr7	46108867	46109540	Abcc8	0	56	12	3	TRUE	0.02805	0.0553031	0.0647172	7.16	3.26
	ABCC8	HsaINT0001380	chr11:17398442-17402660	4219	chr11	-	ABCC8_17400096	17400096	17400097	17400097	2563	17398442	17402660	chr7	46110492	46110598	chr7	46109644	46113064	Abcc8	0	107	12	2	FALSE	0.15782	0.0425404	0.0551243	10.75	10.03
	ABCC8	HsaINT0001379	chr11:17402754-17404511	1758	chr11	-	ABCC8_17403180	17403180	17403181	17403181	1330	17402754	17404511	chr7	46114501	46114600	chr7	46113158	46114941	Abcc8	0	100	6	1	FALSE	0.168563	0.0822713	0.0955094	7.79	5.99
	ABCC8	HsaINT0001381	chr11:17463605-17470100	6496	chr11	-	ABCC8_17465047	17465047	17465048	17465048	5052	17463605	17470100	chr7	46174594	46174703	chr7	46169991	46175359	Abcc8	0	110	11	2	FALSE	0.071263	0.016051	0.0319472	8.19	7.03
	ABCC9	HsaINT0001418	chr12:21838171-21842313	4143	chr12	-	ABCC9_21838469	21838469	21838470	21838470	3843	21838171	21842313	chr6	142624964	142625039	chr6	142620776	142625936	Abcc9	0	76	10	0	FALSE	0.038829	0.0410097	0.0440264	6.99	8.07
	ABCC9	HsaINT0001418	chr12:21838171-21842313	4143	chr12	-	ABCC9_21839714	21839714	21839715	21839715	2598	21838171	21842313	chr6	142624964	142625039	chr6	142620776	142625936	Abcc9	0	76	10	0	FALSE	0.049313	0.0410097	0.0440264	6.6	8.07
	ABCC9	HsaINT0001413	chr12:21848247-21852096	3850	chr12	-	ABCC9_21848338	21848338	21848339	21848339	3757	21848247	21852096	chr6	142634621	142634715	chr6	142633182	142639191	Abcc9	0	95	3	0	FALSE	0.079711	0.054879	0.0703293	9.01	11
	ABCC9	HsaINT0001413	chr12:21848247-21852096	3850	chr12	-	ABCC9_21848344	21848344	21848345	21848345	3751	21848247	21852096	chr6	142634621	142634715	chr6	142633182	142639191	Abcc9	0	95	3	0	FALSE	0.114838	0.054879	0.0703293	4.05	11
	ABCC9	HsaINT0001408	chr12:21861056-21862952	1897	chr12	-	ABCC9_21862493	21862493	21862494	21862494	458	21861056	21862952	chr6	142646239	142646271	chr6	142645971	142646271	Abcc9	0	33	13	1	FALSE	0.040257	0.0194265	0.0432706	9.11	8.88
	ABCC9	HsaINT0001435	chr12:21906289-21908076	1788	chr12	-	ABCC9_21907288	21907288	21907289	21907289	787	21906289	21908076	chr6	142677804	142677879	chr6	142675564	142679218	Abcc9	0	76	7	1	FALSE	0.15478	0.0774609	0.0910347	7.92	8
	ABCC9	HsaINT0001431	chr12:21913067-21915667	2601	chr12	-	ABCC9_21914150	21914150	21914151	21914151	1516	21913067	21915667	chr6	142687049	142687142	chr6	142685183	142687198	Abcc9	0	94	11	5	TRUE	0.030812	0.0700715	0.0903729	6.41	5.88
	ABCD1	HsaINT0001436	chrX:153726167-153729231	3065	chrX	+	ABCD1_153729135	153729135	153729136	153729136	2969	153726167	153729231	chrX	73718322	73718476	chrX	73717931	73720913	Abcd1	0	155	70	16	TRUE	0.022119	0.0450532	0.159578	-3.86	-20.74
	ABCD2	HsaINT0001452	chr12:39573842-39579534	5693	chr12	-	ABCD2_39577411	39577411	39577412	39577412	2122	39573842	39579534	chr15	91152973	91153063	chr15	91151781	91159103	Abcd2	0	91	17	2	FALSE	0.042306	0.0856357	0.0928071	8.76	8.07
	ABCD2	HsaINT0001451	chr12:39579620-39586151	6532	chr12	-	ABCD2_39580716	39580716	39580717	39580717	5434	39579620	39586151	chr15	91159543	91159644	chr15	91159189	91163053	Abcd2	0	102	9	0	FALSE	0.025966	0.0571404	0.0558854	8.56	8.27
	ABCD3	HsaINT1000218	chr1:94464874-94467918	3045	chr1	+	ABCD3_94467642	94467642	94467643	94467643	2769	94464874	94467918	chr3	121792190	121792257	chr3	121791823	121792803	Abcd3	0.1433472	68	2	0	FALSE	0.011443	0.0917044	0.123142	4.89	-21.4
	ABCD3	HsaINT1000219	chr1:94468008-94473765	5758	chr1	+	ABCD3_94471033	94471033	94471034	94471034	3026	94468008	94473765	chr3	121786853	121786983	chr3	121786072	121791733	Abcd3	0.151960366666667	131	8	0	FALSE	0.092211	0.0950432	0.146589	9.72	-14.09
	ABCD3	HsaINT0001471	chr1:94499035-94499494	460	chr1	+	ABCD3_94499174	94499174	94499175	94499175	140	94499035	94499494	chr3	121769060	121769109	chr3	121768742	121769166	Abcd3	0.00294222	50	7	0	FALSE	0.019184	0.091113	0.139365	10.06	-34.52
	ABCE1	HsaINT0001505	chr4:145105691-145108014	2324	chr4	+	ABCE1_145106783	145106783	145106784	145106784	1093	145105691	145108014	chr8	79704659	79704736	chr8	79703102	79707233	Abce1	0.0277389333333333	78	5	1	FALSE	0.068352	0.0584161	0.120805	8.77	-18.9
	ABCE1	HsaINT0001510	chr4:145111065-145112238	1174	chr4	+	ABCE1_145111189	145111189	145111190	145111190	125	145111065	145112238	chr8	79700415	79700546	chr8	79699437	79700585	Abce1	0.0773839333333333	132	13	2	FALSE	0.027394	0.0510051	0.0715205	10.06	-20.79
	ABCF2	HsaINT0001523	chr7:151221681-151222520	840	chr7	-	ABCF2_151222081	151222081	151222082	151222082	438	151221681	151222520	chr5	24571918	24571972	chr5	24571247	24572002	Abcf2	0.0114668366666667	55	4	1	FALSE	0.00686	0.034944	0.0341166	5.95	7.69
	ABCF3	HsaINT0001534	chr3:184191256-184192600	1345	chr3	+	ABCF3_184191671	184191671	184191672	184191672	416	184191256	184192600	chr16	20558955	20559037	chr16	20558749	20559290	Abcf3	0.831959333333333	83	11	1	FALSE	0.04673	0.0533948	0.0488324	9.72	-30.51
	ABCG1	HsaINT0001563	chr21:42276946-42282273	5328	chr21	+	ABCG1_42279891	42279891	42279892	42279892	2946	42276946	42282273	chr17	31099679	31099809	chr17	31094779	31104036	Abcg1	0	131	20	3	TRUE	0.053367	0.0168697	0.0245196	4.3	-20.74
	ABCG1	HsaINT0001552	chr21:42285995-42287888	1894	chr21	+	ABCG1_42287591	42287591	42287592	42287592	1597	42285995	42287888	chr17	31106185	31106254	chr17	31106175	31108305	Abcg1	0	70	18	4	TRUE	0.211493	0.00981362	0.00995459	9.14	-29.64
	ABCG1	HsaINT0001553	chr21:42288313-42290049	1737	chr21	+	ABCG1_42290025	42290025	42290026	42290026	1713	42288313	42290049	chr17	31108755	31108826	chr17	31108717	31109482	Abcg1	0	72	16	1	FALSE	0.429457	0.0284093	0.0143239	8.91	-28.43
	ABCG5	HsaINT0001606	chr2:43824433-43824888	456	chr2	-	ABCG5_43824707	43824707	43824708	43824708	180	43824433	43824888	chr17	84670592	84670674	chr17	84670436	84673522	Abcg5	0	83	37	9	TRUE	0.01743	0.083568	0.145518	4.94	8.65
	ABCG8	HsaINT0001609	chr2:43839117-43844506	5390	chr2	+	ABCG8_43839959	43839959	43839960	43839960	843	43839117	43844506	chr17	84685337	84685450	chr17	84676384	84686619	Abcg8	0	114	22	5	TRUE	0.312144	0.0650341	0.0662658	9.81	-34.77
	ABHD10	HsaINT0001630	chr3:111981968-111986263	4296	chr3	+	ABHD10_111984446	111984446	111984447	111984447	2479	111981968	111986263	chr16	45739977	45740045	chr16	45737636	45742776	Abhd10	0.0711645666666667	69	35	6	TRUE	0.178732	0.0710691	0.0919405	9.65	-11.76
	ANKRD13B	HsaINT0008435	chr17:29608111-29608194	84	chr17	+	ABHD15-AS1_29608181	29608181	29608182	29608182	71	29608111	29608194	chr11	77477337	77477411	chr11	77477337	77477419	Ankrd13b	0	75	89	19	TRUE	0.000292	0.122417	0.107595	-28.3	-18.12
	ABHD16A	HsaINT1048138	chr6:31691919-31693026	1108	chr6	-	ABHD16A_31692577	31692577	31692578	31692578	448	31691919	31693026	chr17	35096658	35096718	chr17	35096605	35098693	Abhd16a	0.114798466666667	61	41	6	TRUE	0.031645	0.0292401	0.0443213	8.92	6.71
	ABHD17B	HsaINT0059495	chr9:71870263-71874613	4351	chr9	-	ABHD17B_71871819	71871819	71871820	71871820	2793	71870263	71874613	chr19	21679716	21679771	chr19	21678823	21680989	Abhd17b	0.193471	56	14	1	FALSE	0.03327	0.0558012	0.072764	7.3	8.88
	ABHD2	HsaINT0001672	chr15:89185517-89188192	2676	chr15	+	ABHD2_89187517	89187517	89187518	89187518	2001	89185517	89188192	chr7	79352333	79352431	chr7	79350844	79353989	Abhd2	0.00569486	99	4	1	FALSE	0.037372	0.021951	0.0216825	6.99	-11.68
	ABHD3	HsaINT0001690	chr18:21657153-21659169	2017	chr18	-	ABHD3_21658567	21658567	21658568	21658568	601	21657153	21659169	chr18	10648070	10648154	chr18	10648019	10652187	Abhd3	0	85	7	0	FALSE	0.007147	0.0856614	0.0777488	7.56	6.43
	ABHD4	HsaINT0001696	chr14:22604080-22606421	2342	chr14	+	ABHD4_22605527	22605527	22605528	22605528	1448	22604080	22606421	chr14	54263410	54263510	chr14	54254472	54265280	Abhd4	0.0322499	101	17	1	FALSE	0.11543	0.060035	0.0896427	9.49	-18.54
	ABI1	HsaINT0001729	chr10:26751784-26759061	7278	chr10	-	ABI1_26752662	26752662	26752663	26752663	6398	26751784	26759061	chr2	22950168	22950280	chr2	22946762	22957017	Abi1	0.0655710333333333	113	99	19	TRUE	0.335209	0.185776	0.274113	8.55	7.47
	ABI1	HsaINT1000282	chr10:26759239-26765217	5979	chr10	-	ABI1_26762739	26762739	26762740	26762740	2477	26759239	26765217	chr2	22956162	22956256	chr2	22946762	22957017	Abi1	0.0655710333333333	95	58	7	TRUE	0.035325	0.145335	0.16486	5.24	6.99
	ABI1	HsaINT0001728	chr10:26765319-26768851	3533	chr10	-	ABI1_26767315	26767315	26767316	26767316	1535	26765319	26768851	chr2	22957127	22957164	chr2	22957119	22960706	Abi1	0.0417341	38	7	1	FALSE	0.243051	0.0502397	0.0790149	8.89	9.88
	ABI2	HsaINT1000283	chr2:203382207-203391045	8839	chr2	+	ABI2_203390145	203390145	203390146	203390146	7939	203382207	203391045	chr1	60441928	60442065	chr1	60437233	60443984	Abi2	0.1121679	138	21	3	TRUE	0.124975	0.164833	0.225562	10.28	-18.9
	ABI3BP	HsaINT0001778	chr3:100750611-100751551	941	chr3	-	ABI3BP_100751410	100751410	100751411	100751411	140	100750611	100751551	chr16	56688466	56688529	chr16	56688187	56688933	Abi3bp	0	64	44	10	TRUE	0.090782	0.0696153	0.0909097	8.62	9.79
	ABI3BP	HsaINT0001770	chr3:100774674-100775206	533	chr3	-	ABI3BP_100775132	100775132	100775133	100775133	73	100774674	100775206	chr16	56671485	56671588	chr16	56671368	56671907	Abi3bp	0	104	15	4	TRUE	0.010108	0.056015	0.120281	8.73	0.72
	ABI3BP	HsaINT0001769	chr3:100775336-100778283	2948	chr3	-	ABI3BP_100778073	100778073	100778074	100778074	209	100775336	100778283	chr16	56671054	56671145	chr16	56668394	56671238	Abi3bp	0	92	20	4	TRUE	0.01229	0.0289342	0.0553986	1.91	10.65
	ABI3BP	HsaINT0001763	chr3:100796469-100804791	8323	chr3	-	ABI3BP_100799223	100799223	100799224	100799224	5567	100796469	100804791	chr16	56648560	56648714	chr16	56647100	56652136	Abi3bp	0	155	42	6	TRUE	0.346393	0.0550737	0.0681878	9.16	6.06
	ABI3BP	HsaINT0001757	chr3:100848876-100850044	1169	chr3	-	ABI3BP_100849620	100849620	100849621	100849621	423	100848876	100850044	chr16	56604847	56604935	chr16	56592682	56642488	Abi3bp	0	89	24	3	TRUE	0.167555	0.0461249	0.0841037	8.1	5.45
	ABL1	HsaINT0001793	chr9:130878568-130880067	1500	chr9	+	ABL1_130879751	130879751	130879752	130879752	1184	130878568	130880067	chr2	31796753	31796862	chr2	31794695	31796972	Abl1	0.145650733333333	110	44	9	TRUE	0.451869	0.015024	0.0230663	9.6	-31.1
	ABL1	HsaINT1000286	chr9:130880665-130883968	3304	chr9	+	ABL1_130881645	130881645	130881646	130881646	981	130880665	130883968	chr2	31797768	31797805	chr2	31797728	31800205	Abl1	0.217505333333333	38	3	0	FALSE	0.104888	0.0462673	0.0248435	8.68	-29.45
	ABLIM1	HsaINT0001826	chr10:114436374-114437843	1470	chr10	-	ABLIM1_114436534	114436534	114436535	114436535	1308	114436374	114437843	chr19	57038231	57038292	chr19	57037338	57039406	Ablim1	0.0209665333333333	62	5	0	FALSE	0.223847	0.0644299	0.0684395	11.08	7.3
	ABLIM1	HsaINT0001818	chr10:114448021-114451623	3603	chr10	-	ABLIM1_114450140	114450140	114450141	114450141	1482	114448021	114451623	chr19	57048344	57048440	chr19	57044973	57049461	Ablim1	0.0998392333333333	97	67	9	TRUE	0.362728	0.0972603	0.122047	9.73	4.79
	ABLIM1	HsaINT0001833	chr10:114473133-114473878	746	chr10	-	ABLIM1_114473162	114473162	114473163	114473163	715	114473133	114473878	chr19	57068527	57068638	chr19	57068247	57079812	Ablim1	0.00395196666666667	112	14	0	FALSE	0.150282	0.129867	0.160657	8.83	6.69
	ABLIM1	HsaINT0001831	chr10:114488017-114491790	3774	chr10	-	ABLIM1_114490249	114490249	114490250	114490250	1540	114488017	114491790	chr19	57082537	57082697	chr19	57079872	57083515	Ablim1	0	161	4	0	FALSE	0.034277	0.0692954	0.091226	3.24	9.16
	ABLIM2	HsaINT0001853	chr4:8077722-8080675	2954	chr4	-	ABLIM2_8078886	8078886	8078887	8078887	1788	8077722	8080675	chr5	35811317	35811379	chr5	35809310	35812125	Ablim2	0	63	17	3	TRUE	0.041565	0.0194414	0.0197292	8.16	10.08
	ABLIM3	HsaINT0001880	chr5:149230708-149233228	2521	chr5	+	ABLIM3_149231238	149231238	149231239	149231239	531	149230708	149233228	chr18	61826187	61826285	chr18	61823939	61826500	Ablim3	0	99	10	1	FALSE	0.10187	0.0336156	0.0640497	10.12	-14.74
	ABLIM3	HsaINT0001865	chr5:149245016-149246481	1466	chr5	+	ABLIM3_149245504	149245504	149245505	149245505	489	149245016	149246481	chr18	61813891	61813951	chr18	61813607	61814197	Ablim3	0	61	14	2	FALSE	0.116634	0.025	0.0242933	8.41	-3.41
	ABRACL	HsaINT0024523	chr6:139034222-139042718	8497	chr6	+	ABRACL_139040784	139040784	139040785	139040785	6563	139034222	139042718	chr10	18014956	18015074	chr10	18011817	18018838	Abracl	0.0295713333333333	119	7	0	FALSE	0.231577	0.0597577	0.0586267	10.67	-22.93
	ABR	HsaINT0001905	chr17:1083628-1091664	8037	chr17	-	ABR_1090319	1090319	1090320	1090320	1344	1083628	1091664	chr11	76477122	76477319	chr11	76472597	76478994	Abr	0.00949109666666667	198	3	0	FALSE	0.142544	0.0688333	0.0790212	6.23	10.1
	ABTB2	HsaINT0001930	chr11:34161082-34162575	1494	chr11	-	ABTB2_34161769	34161769	34161770	34161770	805	34161082	34162575	chr2	103709507	103709573	chr2	103709507	103710675	Abtb2	0	67	40	5	TRUE	0.107457	0.0279116	0.0274076	7.83	6.74
	AC006116.20	HsaINT1000723	chr19:56304831-56310123	5293	chr19	+	AC006116.20_56305482	56305482	56305483	56305483	652	56304831	56310123	chr7	6280142	6280200	chr7	6279452	6281467	Epp13	0.0874593	59	92	20	TRUE	0.060549	0.0196926	0.0119918	9.65	-23.81
	AC011196.3	HsaINT1001250	chr15:26657305-26658443	1139	chr15	-	AC011196.3_26657921	26657921	26657922	26657922	521	26657305	26658443	chr7	57708598	57708676	chr7	57591839	57765423	Gabrb3	0	79	40	18	TRUE	0.074528	0.0408507	0.0217041	7.61	8.62
	RASGRP3	HsaINT0137888	chr2:33558337-33558671	335	chr2	-	AC020594.5_33558610	33558610	33558611	33558611	60	33558337	33558671	chr17	75524781	75524878	chr17	75524592	75524890	Rasgrp3	0	98	56	7	TRUE	0.159153	0.0336836	0.0339134	8.54	-12.78
	AC079584.3	HsaINT1001948	chr2:143601602-143606745	5144	chr2	+	AC079584.3_143603735	143603735	143603736	143603736	2134	143601602	143606745	chr2	44218431	44218630	chr2	44176449	44243104	Arhgap15	0	200	52	4	TRUE	0.260689	0.293955	0.31918	8.56	-29.02
	AC107072.2	HsaINT1002350	chr4:76638882-76639577	696	chr4	+	AC107072.2_76639483	76639483	76639484	76639484	602	76638882	76639577	chr5	92856119	92856205	chr5	92780908	92919644	Shroom3	0.0180065333333333	87	84	18	TRUE	0.370868	0.171057	0.183075	8.95	-20.96
	AC138647.1	HsaINT1002505	chr8:141514764-141518215	3452	chr8	+	AC138647.1_141516441	141516441	141516442	141516442	1678	141514764	141518215	chr15	73837219	73837293	chr15	73819413	73839567	Mroh5	0	75	12	5	TRUE	0.366848	0.00632358	0.0072594	10.65	-28.87
	ACAA1	HsaINT0001949	chr3:38129389-38131595	2207	chr3	-	ACAA1_38130997	38130997	38130998	38130998	597	38129389	38131595	chr9	119153162	119153265	chr9	119151915	119153669	Acaa1b	0	104	14	0	FALSE	0.011283	0.0213598	0.0268689	6.23	8.91
	ACAA1	HsaINT0001945	chr3:38136686-38136864	179	chr3	-	ACAA1_38136801	38136801	38136802	38136802	62	38136686	38136864	chr9	119156685	119156734	chr9	119156685	119156823	Acaa1b	0	50	18	3	TRUE	0.049508	0.0373296	0.0668773	4.58	9.16
	ACAA1	HsaINT0001945	chr3:38136686-38136864	179	chr3	-	ACAA1_38136805	38136805	38136806	38136806	58	38136686	38136864	chr9	119156685	119156734	chr9	119156685	119156823	Acaa1b	0	50	18	3	TRUE	0.075469	0.0373296	0.0668773	5.83	9.16
	ACAA2	HsaINT0001966	chr18:49783932-49785196	1265	chr18	-	ACAA2_49784623	49784623	49784624	49784624	572	49783932	49785196	chr18	74805297	74805357	chr18	74795268	74805862	Acaa2	1	61	0	0	FALSE	0.032884	0.0248545	0.0435771	10.08	7.64
	ACACA	HsaINT0002008	chr17:37151422-37155682	4261	chr17	-	ACACA_37153300	37153300	37153301	37153301	2381	37151422	37155682	chr11	84345283	84345375	chr11	84342025	84345965	Acaca	0.0037812	93	24	3	TRUE	0.053821	0.176732	0.195019	8.94	10.28
	ACACA	HsaINT0001976	chr17:37253037-37257702	4666	chr17	-	ACACA_37256226	37256226	37256227	37256227	1475	37253037	37257702	chr11	84247663	84247804	chr11	84245858	84249413	Acaca	0.0744054666666667	142	6	0	FALSE	0.104549	0.0606123	0.119195	10.1	7.9
	ACACA	HsaINT0002024	chr17:37270862-37274192	3331	chr17	-	ACACA_37271209	37271209	37271210	37271210	2982	37270862	37274192	chr11	84229516	84229580	chr11	84229027	84231650	Acaca	0.109131033333333	65	10	2	FALSE	0.023962	0.0682687	0.116221	8.14	10.28
	ACACA	HsaINT0002023	chr17:37274300-37275950	1651	chr17	-	ACACA_37274621	37274621	37274622	37274622	1328	37274300	37275950	chr11	84228089	84228209	chr11	84226233	84228919	Acaca	0.0954850333333333	121	14	3	TRUE	0.078359	0.220803	0.314387	7.64	8.24
	ACACB	HsaINT0002034	chr12:109188163-109191612	3450	chr12	+	ACACB_109190542	109190542	109190543	109190543	2380	109188163	109191612	chr5	114199483	114199539	chr5	114198341	114200239	Acacb	0.637887	57	38	7	TRUE	0.115293	0.0215838	0.0214131	8.68	-42.68
	ACACB	HsaINT0002041	chr12:109206857-109209164	2308	chr12	+	ACACB_109207663	109207663	109207664	109207664	807	109206857	109209164	chr5	114210595	114210644	chr5	114209900	114210904	Acacb	0	50	54	10	TRUE	0.04979	0.0305139	0.0204236	7.44	-15.17
	ACACB	HsaINT0002049	chr12:109223905-109227370	3466	chr12	+	ACACB_109227295	109227295	109227296	109227296	3391	109223905	109227370	chr5	114217827	114217884	chr5	114217739	114218861	Acacb	0.197809766666667	58	13	2	FALSE	0.026122	0.0413315	0.0220363	8.4	-24.53
	ACACB	HsaINT0002054	chr12:109234046-109235312	1267	chr12	+	ACACB_109234300	109234300	109234301	109234301	255	109234046	109235312	chr5	114225384	114225453	chr5	114224097	114225573	Acacb	0.2037967	70	33	5	TRUE	0.034237	0.0553781	0.0279279	10.88	-14.36
	ACAD10	HsaINT0002098	chr12:111705933-111709525	3593	chr12	+	ACAD10_111708387	111708387	111708388	111708388	2455	111705933	111709525	chr5	121648256	121648322	chr5	121647994	121649353	Acad10	0.00665456666666667	67	12	1	FALSE	0.092187	0.0467092	0.0435226	9.57	-30.51
	ACAD10	HsaINT0002100	chr12:111712658-111715820	3163	chr12	+	ACAD10_111715030	111715030	111715031	111715031	2373	111712658	111715820	chr5	121645563	121645634	chr5	121645511	121646701	Acad10	0.0217391333333333	72	24	4	TRUE	0.209336	0.0563057	0.0348099	8.55	-21.67
