locus_id	gene	chrom	locus_start	locus_end	locus_strand	splice_score	snaptron_id	intron_start	intron_end	samples_count	coverage_sum	coverage_avg	coverage_median	left_annotated	right_annotated	source_dataset_id	annotated	junction_type
MAGI3_113656743	MAGI3	chr1	113656743	113656744	+	0.037869	1617561	113656745	113659079	191	226	1.183	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TTF2_117097349	TTF2	chr1	117097349	117097350	+	0.02971	1650469	117096300	117097350	11088	185570	16.736	12.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
HMGCS2_119759611	HMGCS2	chr1	119759611	119759612	-	0.058177	1666827	119759283	119759611	11	13	1.182	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
REG4_119799576	REG4	chr1	119799576	119799577	-	0.042659	1667542	119798603	119799576	92	194	2.109	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NOTCH2_119922446	NOTCH2	chr1	119922446	119922447	-	0.094577	1670153	119922447	119922635	10616	478943	45.115	27.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
ITGA10_145897747	ITGA10	chr1	145897747	145897748	-	0.003204	1744538	145897654	145897747	693	1176	1.697	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
PSMB4_151399808	PSMB4	chr1	151399808	151399809	+	0.234659	1900176	151399810	151399980	5325	14271	2.68	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RIIAD1_151724237	RIIAD1	chr1	151724237	151724238	+	0.10315	1912657	151724239	151727574	2320	10724	4.622	2.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RORC_151815879	RORC	chr1	151815879	151815880	-	0.426189	1915225	151815426	151815879	596	780	1.309	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	sG38	3	1	5ss
CRCT1_152515360	CRCT1	chr1	152515360	152515361	+	0.149591	1929233	152514553	152515361	1724	332980	193.144	7.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CRCT1_152515360	CRCT1	chr1	152515360	152515361	+	0.149591	1929213	152514073	152515361	9	11	1.222	1.0	cH38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
PGLYRP3_153299639	PGLYRP3	chr1	153299639	153299640	-	0.701094	1944055	153299232	153299639	446	852	1.91	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NUP210L_154054407	NUP210L	chr1	154054407	154054408	-	0.036406	1986558	154054408	154054769	576	1003	1.741	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
UBE2Q1_154554515	UBE2Q1	chr1	154554515	154554516	-	0.402792	2005334	154553173	154554515	1277	1737	1.36	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
EFNA1_155128175	EFNA1	chr1	155128175	155128176	+	0.064928	2034744	155128177	155131338	2200	3408	1.549	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
EFNA1_155128506	EFNA1	chr1	155128506	155128507	+	0.058047	2034759	155128508	155131338	339	416	1.227	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TRIM46_155178849	TRIM46	chr1	155178849	155178850	+	0.07918	2038852	155178847	155179631	2867	6581	2.295	2.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TRIM46_155178849	TRIM46	chr1	155178849	155178850	+	0.07918	2038851	155178847	155179331	51	58	1.137	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,kG19,sG19,sG38	3	1	5ss
GBA_155236469	GBA	chr1	155236469	155236470	-	0.274611	2059798	155236470	155237340	11337	1739524	153.438	121.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
GBA_155236469	GBA	chr1	155236469	155236470	-	0.274611	2059799	155236470	155237343	2286	3300	1.444	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
GBA_155236469	GBA	chr1	155236469	155236470	-	0.274611	2059802	155236470	155238133	1725	2289	1.327	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
SMG5_156273563	SMG5	chr1	156273563	156273564	-	0.037662	2128813	156273451	156273563	3991	7361	1.844	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
KIRREL_158080502	KIRREL	chr1	158080502	158080503	+	0.223144	2171933	158080504	158084421	117	136	1.162	1.0	sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CADM3_159193330	CADM3	chr1	159193330	159193331	+	0.039355	2179145	159193332	159193422	8	12	1.5	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SLAMF8_159834242	SLAMF8	chr1	159834242	159834243	+	0.039881	2182745	159834244	159837084	438	541	1.235	1.0	aC19,cH38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	3	1	5ss
SLAMF8_159834242	SLAMF8	chr1	159834242	159834243	+	0.039881	2182737	159834244	159834327	274	306	1.117	1.0	aC19,cH38,sG19,sG38	cH38	3	1	5ss
SLAMF8_159834246	SLAMF8	chr1	159834246	159834247	+	0.008444	2182745	159834244	159837084	438	541	1.235	1.0	aC19,cH38,sG19,sG38	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,sG19,sG38,vG19	3	1	5ss
SLAMF8_159834246	SLAMF8	chr1	159834246	159834247	+	0.008444	2182737	159834244	159834327	274	306	1.117	1.0	aC19,cH38,sG19,sG38	cH38	3	1	5ss
COPA_160306887	COPA	chr1	160306887	160306888	-	0.065954	2206339	160306494	160306887	416	524	1.26	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
COPA_160312868	COPA	chr1	160312868	160312869	-	0.057966	2206537	160312019	160312868	749	1049	1.401	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NECTIN4_161074967	NECTIN4	chr1	161074967	161074968	-	0.029281	2225203	161074760	161074969	292	383	1.312	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NECTIN4_161074969	NECTIN4	chr1	161074969	161074970	-	0.006686	2225203	161074760	161074969	292	383	1.312	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
DUSP12_161756133	DUSP12	chr1	161756133	161756134	+	0.063769	2250277	161756135	161756785	3693	5702	1.544	1.0	aC19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SLC19A2_169476414	SLC19A2	chr1	169476414	169476415	-	0.173153	2302124	169470187	169476414	2242	3932	1.754	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
MROH9_170990630	MROH9	chr1	170990630	170990631	+	0.056376	2310180	170990632	170992163	3	4	1.333	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SERPINC1_173916406	SERPINC1	chr1	173916406	173916407	-	0.08729	2333861	173915187	173916406	5	5	1.0	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
SERPINC1_173916406	SERPINC1	chr1	173916406	173916407	-	0.08729	2333843	173914920	173916406	1	1	1.0	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,sG19,sG38	3	1	5ss
BRINP2_177275179	BRINP2	chr1	177275179	177275180	+	0.060866	2350888	177275181	177276197	439	700	1.595	1.0	cH38,kG19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
FAM20B_179064217	FAM20B	chr1	179064217	179064218	+	0.309982	2360294	179064219	179064304	529	672	1.27	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
FAM20B_179064221	FAM20B	chr1	179064221	179064222	+	0.234561	2360294	179064219	179064304	529	672	1.27	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TOR1AIP2_179848224	TOR1AIP2	chr1	179848224	179848225	-	0.073078	2368764	179847637	179848224	732	947	1.294	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
QSOX1_180183285	QSOX1	chr1	180183285	180183286	+	0.171388	2375084	180183287	180183915	421	545	1.295	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
STX6_181005219	STX6	chr1	181005219	181005220	-	0.013105	2386767	180993426	181005219	7217	24046	3.332	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,sG19,sG38	3	1	5ss
STX6_181005219	STX6	chr1	181005219	181005220	-	0.013105	2386862	181003696	181005219	802	995	1.241	1.0	cH38	aC19,cH38,sG19,sG38	3	1	5ss
STX6_181005219	STX6	chr1	181005219	181005220	-	0.013105	2386788	180995689	181005219	25	26	1.04	1.0	cH38	aC19,cH38,sG19,sG38	3	1	5ss
CACNA1E_181720204	CACNA1E	chr1	181720204	181720205	+	0.00311	2390166	181719864	181720205	1544	5451	3.53	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG38,vG19	3	1	3ss
DHX9_182855727	DHX9	chr1	182855727	182855728	+	0.019176	2398729	182855729	182856531	2366	3447	1.457	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
RGL1_183883105	RGL1	chr1	183883105	183883106	+	0.100581	2414568	183883107	183883785	213	298	1.399	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
TRMT1L_185137441	TRMT1L	chr1	185137441	185137442	-	0.169345	2421878	185128748	185137441	2890	5163	1.787	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,gC19,sG19,sG38	3	1	5ss
TPR_186326410	TPR	chr1	186326410	186326411	-	0.085541	2430358	186326236	186326410	59	65	1.102	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
PLA2G4A_186949022	PLA2G4A	chr1	186949022	186949023	+	0.211583	2434016	186949024	186950656	202	390	1.931	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
NAV1_201786427	NAV1	chr1	201786427	201786428	+	0.346556	2490947	201785352	201786428	9938	182473	18.361	10.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
RNPEP_202000383	RNPEP	chr1	202000383	202000384	+	0.026137	2501775	202000385	202001375	356	432	1.213	1.0	aC19,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
LGR6_202308141	LGR6	chr1	202308141	202308142	+	0.1853	2515485	202308143	202309050	53	62	1.17	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
SOX13_204113255	SOX13	chr1	204113255	204113256	+	0.095489	2552209	204113257	204114320	1907	3063	1.606	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
PIK3C2B_204450853	PIK3C2B	chr1	204450853	204450854	-	0.1812	2562105	204450018	204450853	244	354	1.451	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NUAK2_205305430	NUAK2	chr1	205305430	205305431	-	0.018302	2575783	205305332	205305430	3974	10667	2.684	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38,sG38	3	1	5ss
SLC26A9_205917852	SLC26A9	chr1	205917852	205917853	-	0.022542	2591391	205917355	205917852	113	147	1.301	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
CR1_207634761	CR1	chr1	207634761	207634762	+	0.132658	2625929	207634763	207637687	29	38	1.31	1.0	cH38	cH38	3	1	5ss
TRAF5_211366489	TRAF5	chr1	211366489	211366490	+	0.287396	2654573	211366491	211369451	1601	3154	1.97	1.0	aC19,cH38,sG19,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
NEK2_211669543	NEK2	chr1	211669543	211669544	-	0.326252	2657014	211669333	211669543	14	19	1.357	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
TATDN3_212815011	TATDN3	chr1	212815011	212815012	+	0.360223	2670280	212812329	212815012	11301	368083	32.571	27.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TATDN3_212815011	TATDN3	chr1	212815011	212815012	+	0.360223	2670071	212807849	212815012	2915	4336	1.487	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
VASH2_212961363	VASH2	chr1	212961363	212961364	+	0.064504	2672287	212961361	212966270	1582	2694	1.703	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
VASH2_212961363	VASH2	chr1	212961363	212961364	+	0.064504	2672291	212961361	212973954	547	751	1.373	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
VASH2_212961363	VASH2	chr1	212961363	212961364	+	0.064504	2672280	212961361	212962024	233	313	1.343	1.0	aC19,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,sG19,sG38,vG19	cH38	3	1	5ss
EPRS_220013748	EPRS	chr1	220013748	220013749	-	0.022897	2695855	220011057	220013748	45	52	1.156	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
MIA3_222623350	MIA3	chr1	222623350	222623351	+	0.159554	2712695	222623352	222624767	2887	6029	2.088	1.0	cH38,rG19,rG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
DISP1_222989523	DISP1	chr1	222989523	222989524	+	0.040577	2717547	222989525	222990624	1026	1340	1.306	1.0	cH38,sG38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
CAPN8_223622900	CAPN8	chr1	223622900	223622901	-	0.035389	2721617	223622901	223625804	5417	142151	26.242	7.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CAPN8_223622900	CAPN8	chr1	223622900	223622901	-	0.035389	2721609	223622901	223623643	1732	8906	5.142	2.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
CAPN8_223622900	CAPN8	chr1	223622900	223622901	-	0.035389	2721608	223622901	223623584	731	3094	4.233	2.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
CAPN8_223622900	CAPN8	chr1	223622900	223622901	-	0.035389	2721611	223622901	223623874	5	6	1.2	1.0	aC19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	3ss
CAPN9_230772012	CAPN9	chr1	230772012	230772013	+	0.203646	2837458	230769264	230772013	5271	60634	11.503	4.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
CAPN9_230772012	CAPN9	chr1	230772012	230772013	+	0.203646	2837442	230767710	230772013	720	1507	2.093	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TTC13_230928055	TTC13	chr1	230928055	230928056	-	0.046993	2839939	230925648	230928055	2637	4503	1.708	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cH38,kG19,sG19,sG38	3	1	5ss
TTC13_230934852	TTC13	chr1	230934852	230934853	-	0.076074	2840078	230933862	230934852	1451	2160	1.489	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
SPRTN_231348158	SPRTN	chr1	231348158	231348159	+	0.058643	2844244	231348160	231351303	1788	2537	1.419	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
EGLN1_231370698	EGLN1	chr1	231370698	231370699	-	0.147126	2845058	231370699	231373979	11245	391702	34.833	21.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
EGLN1_231370698	EGLN1	chr1	231370698	231370699	-	0.147126	2845060	231370699	231420997	235	604	2.57	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	3ss
TARBP1_234400230	TARBP1	chr1	234400230	234400231	-	0.046527	2860387	234398554	234400230	823	2309	2.806	2.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
NID1_236043114	NID1	chr1	236043114	236043115	-	0.099249	2887780	236042293	236043114	12	13	1.083	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
ERO1B_236247235	ERO1B	chr1	236247235	236247236	-	0.207774	2890183	236243496	236247235	283	345	1.219	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
RYR2_237726934	RYR2	chr1	237726934	237726935	+	0.074883	2899475	237726936	237727086	15	16	1.067	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
EXO1_241852101	EXO1	chr1	241852101	241852102	+	0.149942	2909909	241852103	241852291	408	500	1.225	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
EXO1_241866730	EXO1	chr1	241866730	241866731	+	0.008492	2910066	241866732	241866829	1669	2607	1.562	1.0	cH38	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	3	1	5ss
ADSS_244430030	ADSS	chr1	244430030	244430031	-	0.061497	2924537	244424388	244430030	2463	3601	1.462	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	aC19,kG19,sG19,sG38	3	1	5ss
SMYD3_245929511	SMYD3	chr1	245929511	245929512	-	0.262114	2941977	245928034	245929511	1293	2355	1.821	1.0	aC19,cG19,cG38,cH38,gC19,gC24,gC25,gC26,gC29,gC33,kG19,kG38,mG19,mG38,rG19,rG38,sG19,sG38,vG19	cH38	3	1	5ss
